xdm_path,xdm_title,xdm_type,cja_id,cja_name,cja_type
productListItems._experience.analytics.event501to600.event573.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event573.value,,number,,,
productListItems._experience.analytics.event501to600.event574.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event574.value,,number,,,
productListItems._experience.analytics.event501to600.event575.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event575.value,,number,,,
productListItems._experience.analytics.event501to600.event576.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event576.value,,number,,,
productListItems._experience.analytics.event501to600.event577.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event577.value,,number,,,
productListItems._experience.analytics.event501to600.event578.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event578.value,,number,,,
productListItems._experience.analytics.event501to600.event579.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event579.value,,number,,,
productListItems._experience.analytics.event501to600.event580.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event580.value,,number,,,
productListItems._experience.analytics.event501to600.event581.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event581.value,,number,,,
productListItems._experience.analytics.event501to600.event582.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event582.value,,number,,,
productListItems._experience.analytics.event501to600.event583.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event583.value,,number,,,
productListItems._experience.analytics.event501to600.event584.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event584.value,,number,,,
productListItems._experience.analytics.event501to600.event585.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event585.value,,number,,,
productListItems._experience.analytics.event501to600.event586.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event586.value,,number,,,
productListItems._experience.analytics.event501to600.event587.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event587.value,,number,,,
productListItems._experience.analytics.event501to600.event588.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event588.value,,number,,,
productListItems._experience.analytics.event501to600.event589.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event589.value,,number,,,
productListItems._experience.analytics.event501to600.event590.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event590.value,,number,,,
productListItems._experience.analytics.event501to600.event591.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event591.value,,number,,,
productListItems._experience.analytics.event501to600.event592.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event592.value,,number,,,
productListItems._experience.analytics.event501to600.event593.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event593.value,,number,,,
productListItems._experience.analytics.event501to600.event594.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event594.value,,number,,,
productListItems._experience.analytics.event501to600.event595.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event595.value,,number,,,
productListItems._experience.analytics.event501to600.event596.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event596.value,,number,,,
productListItems._experience.analytics.event501to600.event597.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event597.value,,number,,,
productListItems._experience.analytics.event501to600.event598.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event598.value,,number,,,
productListItems._experience.analytics.event501to600.event599.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event599.value,,number,,,
productListItems._experience.analytics.event501to600.event600.id,Unique Identifier,string,,,
productListItems._experience.analytics.event501to600.event600.value,,number,,,
productListItems._experience.analytics.event601to700.event601.id,Unique Identifier,string,,,
productListItems._experience.analytics.event601to700.event601.value,,number,,,
productListItems._experience.analytics.event601to700.event602.id,Unique Identifier,string,,,
productListItems._experience.analytics.event601to700.event602.value,,number,,,
productListItems._experience.analytics.event601to700.event603.id,Unique Identifier,string,,,
productListItems._experience.analytics.event601to700.event603.value,,number,,,
productListItems._experience.analytics.event601to700.event604.id,Unique Identifier,string,,,
productListItems._experience.analytics.event601to700.event604.value,,number,,,
productListItems._experience.analytics.event601to700.event605.id,Unique Identifier,string,,,
productListItems._experience.analytics.event601to700.event605.value,,number,,,
productListItems._experience.analytics.event601to700.event606.id,Unique Identifier,string,,,
productListItems._experience.analytics.event601to700.event606.value,,number,,,
productListItems._experience.analytics.event601to700.event607.id,Unique Identifier,string,,,
productListItems._experience.analytics.event601to700.event607.value,,number,,,
productListItems._experience.analytics.event601to700.event608.id,Unique Identifier,string,,,
productListItems._experience.analytics.event601to700.event608.value,,number,,,
productListItems._experience.analytics.event601to700.event609.id,Unique Identifier,string,,,
productListItems._experience.analytics.event601to700.event609.value,,number,,,
productListItems._experience.analytics.event601to700.event610.id,Unique Identifier,string,,,
productListItems._experience.analytics.event601to700.event610.value,,number,,,
productListItems._experience.analytics.event601to700.event611.id,Unique Identifier,string,,,
productListItems._experience.analytics.event601to700.event611.value,,number,,,
productListItems._experience.analytics.event601to700.event612.id,Unique Identifier,string,,,
productListItems._experience.analytics.event601to700.event612.value,,number,,,
productListItems._experience.analytics.event601to700.event613.id,Unique Identifier,string,,,
